1,2,3,4
859.6,556.4,1224580602,2
859.0,558.1,1224580619,2
859.0,559.0,1224580659,2
1238.0,569.6,1224580670,2
1231.9,567.7,1224580676,2
1289.9,521.2,1224580695,2
1393.9,481.3,1224580710,2
1397.5,480.9,1224580720,2
1358.6,492.5,1224580743,2
1346.3,493.3,1224580754,2
1336.7,484.7,1224580766,2
1385.3,471.6,1224580806,2
1390.0,472.3,1224580819,2
1390.5,491.5,1224580832,2
1402.9,502.4,1224580846,2
1393.4,501.4,1224580859,2
1451.6,501.7,1224580876,2
1433.6,496.2,1224580887,2
1425.2,495.8,1224580897,2
1410.1,492.3,1224580916,2
1391.4,492.7,1224580945,2
1396.6,491.8,1224580961,2
1396.8,491.4,1224580982,2
1385.5,509.3,1224580994,2
1386.1,508.6,1224581008,2
1385.9,510.1,1224581021,2
1390.3,506.3,1224581032,2
1403.9,506.1,1224581052,2
1411.5,503.0,1224581066,2
1403.7,498.2,1224581106,2
1404.1,495.6,1224581121,2
1394.7,503.8,1224581132,2
1387.8,510.8,1224581149,2
1387.4,513.6,1224581166,2
1385.3,507.6,1224581177,2
1416.2,515.0,1224581187,2
1422.5,516.1,1224581202,2
1417.3,515.3,1224581213,2
1386.3,522.7,1224581248,2
1380.8,525.7,1224581259,2
1392.4,526.9,1224581284,2
1401.3,492.9,1224581300,2
1410.1,474.4,1224581304,2
1451.3,482.5,1224581322,2
1452.2,485.6,1224581336,2
1436.3,484.1,1224581348,2
1449.9,486.4,1224581368,2
1415.8,481.9,1224581396,2
1375.8,482.5,1224581413,2
1392.7,493.5,1224581427,2
1384.4,490.4,1224581438,2
1375.0,492.7,1224581457,2
1372.5,493.3,1224581471,2
1407.5,521.3,1224581484,2
1414.9,522.6,1224581504,2
1433.9,521.9,1224581516,2
1407.8,532.7,1224581549,2
1391.0,533.4,1224581561,2
1388.0,495.0,1224581573,2
1402.2,492.3,1224581591,2
1399.7,490.6,1224581606,2
1397.9,499.3,1224581620,2
1414.1,502.4,1224581637,2
1419.8,501.1,1224581652,2
1422.4,500.7,1224581663,2
1412.4,507.5,1224581698,2
1407.2,507.1,1224581709,2
1405.8,503.7,1224581727,2
1396.4,513.4,1224581742,2
1397.5,513.6,1224581756,2
1391.2,520.0,1224581774,2
1399.4,515.9,1224581787,2
1399.4,497.9,1224581798,2
1424.5,511.3,1224581818,2
1409.6,508.8,1224581845,2
1437.3,519.5,1224581862,2
1426.2,511.0,1224581876,2
1411.6,512.7,1224581890,2
1442.5,500.0,1224581907,2
1428.2,482.7,1224581922,2
1426.0,484.0,1224581933,2
1432.7,490.9,1224581952,2
1422.3,482.7,1224581966,2
1389.9,459.4,1224582011,2
1369.8,464.9,1224582025,2
1337.5,479.0,1224582058,2
1326.1,484.0,1224582068,2
1308.7,499.5,1224582087,2
1308.9,498.2,1224582102,2
1308.7,496.3,1224582115,2
1311.3,488.8,1224582147,2
1309.7,493.8,1224582159,2
1349.4,499.2,1224582177,2
1368.1,505.9,1224582192,2
1380.2,490.4,1224582203,2
1401.3,491.9,1224582222,2
1419.5,497.9,1224582245,2
1400.9,496.7,1224582258,2
1419.8,500.7,1224582277,2
1420.7,505.5,1224582301,2
1375.2,509.6,1224582315,2
1395.6,505.8,1224582328,2
1382.5,493.8,1224582345,2
1393.8,497.4,1224582358,2
1388.5,498.4,1224582373,2
1386.6,516.0,1224582388,2
1409.8,522.9,1224582404,2
1409.3,507.5,1224582420,2
1393.0,507.5,1224582464,2
1373.8,484.6,1224582474,2
1317.7,468.5,1224582493,2
1328.8,461.8,1224582509,2
1339.8,457.3,1224582522,2
1333.3,481.4,1224582554,2
1332.8,475.1,1224582566,2
1328.6,472.6,1224582603,2
1324.4,475.8,1224582612,2
1337.8,474.7,1224582640,2
1339.5,467.2,1224582660,2
1345.0,471.7,1224582693,2
1345.4,471.0,1224582706,2
1339.1,466.9,1224582755,2
1331.8,473.6,1224582782,2
1335.1,479.3,1224582790,2
1360.1,475.0,1224582821,2
1364.5,469.6,1224582834,2
1367.7,467.2,1224582868,2
1358.6,459.5,1224582914,2
1363.7,461.3,1224582926,2
1351.6,461.8,1224582957,2
1360.2,460.0,1224582969,2
1354.5,464.2,1224583004,2
1326.9,479.9,1224583014,2
1316.9,489.2,1224583047,2
1318.2,484.7,1224583060,2
1305.4,489.9,1224583092,2
1299.4,495.2,1224583104,2
1305.9,479.7,1224583137,2
1328.1,472.0,1224583149,2
1327.7,483.7,1224583196,2
1343.0,480.8,1224583210,2
1366.3,482.9,1224583225,2
1323.0,462.5,1224583236,2
1417.9,482.3,1224583260,2
1410.3,483.1,1224583275,2
1387.8,476.7,1224583287,2
1340.6,470.5,1224583305,2
1317.9,471.1,1224583317,2
1302.9,474.5,1224583365,2
1300.6,484.7,1224583376,2
1297.7,492.9,1224583409,2
1297.8,493.2,1224583421,2
1300.6,489.8,1224583456,2
1313.1,478.6,1224583468,2
