879.8,505.3,1144267915,1
874.5,480.9,1144267939,1
775.7,279.0,1144267967,1
812.0,365.8,1144267984,1
916.8,625.6,1144267996,1
893.1,581.6,1144268013,1
768.3,400.5,1144268031,1
773.8,413.5,1144268059,1
786.8,439.1,1144268078,1
828.7,524.2,1144268106,1
810.6,496.3,1144268121,1
720.8,364.6,1144268147,1
743.6,368.9,1144268165,1
958.9,457.1,1144268212,1
784.5,394.3,1144268233,1
806.7,328.9,1144268250,1
789.2,308.8,1144268279,1
788.6,302.1,1144268293,1
746.9,248.2,1144268324,1
728.1,189.5,1144268368,1
738.6,176.8,1144268384,1
749.0,151.3,1144268413,1
745.2,150.7,1144268429,1
742.8,160.8,1144268458,1
743.7,164.1,1144268473,1
745.9,174.5,1144268504,1
755.6,116.9,1144268519,1
715.2,141.2,1144268537,1
672.9,101.6,1144268549,1
678.3,101.3,1144268563,1
701.4, 92.9,1144268578,1
736.1,112.9,1144268595,1
765.5,132.7,1144268612,1
950.7,261.2,1144268623,1
1050.1,312.9,1144268663,1
1018.3,324.4,1144268677,1
1031.0,377.4,1144268691,1
983.7,404.6,1144268708,1
1016.7,404.7,1144268720,1
944.0,428.8,1144268736,1
883.1,450.6,1144268752,1
923.3,466.1,1144268770,1
896.1,465.8,1144268782,1
863.3,456.3,1144268810,1
881.8,470.4,1144268825,1
869.4,456.7,1144268841,1
879.1,497.4,1144268869,1
862.1,454.5,1144268887,1
907.3,525.6,1144268930,1
934.5,525.9,1144268960,1
935.6,528.7,1144268978,1
935.0,534.7,1144269005,1
934.6,537.5,1144269022,1
928.1,567.6,1144269050,1
1003.9,552.8,1144269067,1
1096.5,533.6,1144269113,1
1096.1,533.7,1144269143,1
1098.4,528.6,1144269156,1
1113.9,515.7,1144269183,1
1110.5,521.1,1144269204,1
1052.9,550.7,1144269215,1
1063.2,571.7,1144269231,1
1062.4,575.8,1144269275,1
1061.5,572.5,1144269291,1
1056.1,574.1,1144269321,1
1057.8,574.5,1144269334,1
1060.8,566.6,1144269365,1
1052.6,568.3,1144269381,1
1048.2,556.5,1144269410,1
1090.6,542.3,1144269425,1
1070.3,543.7,1144269437,1
1038.8,530.1,1144269454,1
980.1,571.0,1144269470,1
1016.0,542.8,1144269515,1
877.3,326.0,1144269829,1
987.9,405.7,1144269863,1
968.3,433.0,1144269888,1
956.6,412.5,1144269905,1
934.7,424.7,1144269933,1
910.4,415.4,1144269949,1
935.4,419.9,1144269965,1
933.4,416.5,1144269980,1
940.7,364.7,1144270012,1
934.5,334.1,1144270023,1
935.1,328.5,1144270038,1
936.8,333.6,1144270055,1
941.6,340.1,1144270067,1
964.4,345.6,1144270084,1
961.5,350.4,1144270101,1
961.3,341.5,1144270113,1
936.6,345.1,1144270130,1
922.6,351.5,1144270161,1
910.6,304.3,1144270175,1
839.4,264.3,1144270193,1
844.5,277.5,1144270209,1
830.6,278.0,1144270221,1
687.2,106.1,1144270237,1
689.4,110.9,1144270251,1
716.7,134.9,1144270265,1
674.0, 59.6,1144270277,1
860.9, 88.8,1144270306,1
928.6,119.4,1144270319,1
937.0,245.3,1144270336,1
980.8,290.3,1144270351,1
1053.4,358.3,1144270372,1
993.7,420.3,1144270385,1
998.6,432.6,1144270400,1
1009.5,426.4,1144270417,1
956.7,460.4,1144270433,1
989.7,445.2,1144270462,1
1032.8,425.8,1144270491,1
1033.2,414.7,1144270509,1
1022.0,409.0,1144270536,1
1005.1,418.8,1144270552,1
1007.9,410.6,1144270562,1
984.0,409.5,1144270577,1
948.8,415.5,1144270621,1
948.5,416.7,1144270637,1
908.3,415.5,1144270667,1
916.0,408.0,1144270683,1
926.6,404.2,1144270694,1
935.3,405.6,1144270711,1
1004.3,418.0,1144270727,1
1027.4,412.5,1144270757,1
1007.6,452.2,1144270772,1
1028.5,440.4,1144270802,1
1017.8,438.1,1144270824,1
993.3,429.6,1144270837,1
978.0,439.7,1144270852,1
988.5,434.1,1144270868,1
983.8,426.5,1144270913,1
942.4,424.9,1144270925,1
968.8,380.1,1144270945,1
968.2,335.1,1144270957,1
913.6,344.9,1144270969,1
928.0,356.7,1144270986,1
937.1,357.9,1144271003,1
980.9,345.4,1144271015,1
985.9,353.4,1144271031,1
976.8,367.9,1144271061,1
974.5,368.5,1144271077,1
978.0,394.1,1144271092,1
943.4,413.8,1144271105,1
940.2,423.9,1144271121,1
951.8,416.4,1144271138,1
960.6,410.4,1144271150,1
983.7,402.0,1144271168,1
906.7,402.0,1144271249,1
938.6,386.5,1144271262,1
919.1,386.0,1144271274,1
927.1,397.7,1144271301,1
952.6,375.2,1144271308,1
918.4,370.4,1144271320,1
902.0,372.8,1144271353,1
900.0,404.8,1144271397,1
947.8,412.1,1144271427,1
963.4,409.3,1144271442,1
985.1,416.2,1144271470,1
1059.2,431.2,1144271505,1
1008.4,435.9,1144271521,1
1047.1,430.7,1144271539,1
994.1,432.8,1144271552,1
