1218.6,565.5,360069548,O
1213.6,571.6,360069560,O
1198.6,597.0,360069585,O
1137.2,686.3,360069603,O
1144.7,651.6,360069633,O
1156.6,618.1,360069649,O
1170.5,577.4,360069677,O
1177.2,527.5,360069693,O
1177.2,501.2,360069719,O
1179.4,508.2,360069738,O
1170.7,515.7,360069782,O
1191.6,489.0,360069809,O
1193.1,482.1,360069826,O
1164.3,556.2,360069854,O
1169.7,549.5,360069871,O
1203.2,490.9,360069902,O
427.5,795.5,360070276,O
371.4,691.3,360070304,O
339.2,674.2,360070320,O
329.0,665.7,360070349,O
385.4,582.4,360070411,O
403.0,586.9,360070456,O
443.7,576.8,360070500,O
480.8,550.3,360070546,O
501.5,559.1,360070591,O
463.3,578.8,360070637,O
436.6,602.9,360070683,O
361.6,563.7,360070709,O
343.6,523.3,360070726,O
356.6,540.6,360070756,O
358.3,545.3,360070771,O
383.5,552.4,360070799,O
367.9,551.0,360070846,O
380.1,547.1,360070862,O
195.0,355.5,360070888,O
116.9,319.0,360070905,O
69.3,273.7,360070934,O
55.2,259.5,360070951,O
-25.4,173.1,360070980,O
-65.5,127.6,360070999,O
-184.4,-12.1,360071027,O
-191.3,-23.9,360071045,O
-201.7,-39.9,360071072,O
-203.2,-42.2,360071088,O
-206.2,-44.6,360071103,O
161.4,123.7,360071137,O
362.7,282.4,360071150,O
278.6,201.6,360071161,O
476.6,336.6,360071178,O
416.2,290.4,360071194,O
498.3,350.5,360071222,O
594.2,337.5,360071237,O
626.6,336.5,360071252,O
599.4,359.3,360071281,O
598.3,316.1,360071311,O
249.3,179.9,360071325,O
429.2,258.0,360071340,O
337.8,232.3,360071356,O
348.9,237.6,360071370,O
277.6,223.4,360071386,O
-64.7, 36.6,360071401,O
88.9,118.7,360071431,O
262.0,190.5,360071461,O
139.1,133.2,360071476,O
77.3, 82.0,360071490,O
370.2,186.3,360071505,O
478.6,221.8,360071521,O
329.1,192.4,360071536,O
375.8,198.5,360071551,O
389.8,203.9,360071582,O
370.8,196.5,360071596,O
254.8,149.2,360071611,O
252.2,138.7,360071626,O
168.0,111.5,360071655,O
145.2,102.4,360071670,O
68.2, 76.0,360071702,O
700.0,410.4,360071746,O
561.3,337.8,360071764,O
74.4, 71.8,360071806,O
48.9, 48.0,360071835,O
-139.9,-31.5,360071850,O
251.4,264.8,360071896,O
-201.4,-24.7,360071911,O
-22.2, 29.1,360071928,O
-11.6, 23.2,360071941,O
292.9, 82.4,360071956,O
704.9,106.7,360071971,O
762.9,123.3,360071986,O
865.8,226.8,360072002,O
956.8,301.0,360072032,O
956.4,307.5,360072047,O
957.3,265.9,360072061,O
908.8,292.7,360072077,O
891.4,328.0,360072092,O
845.0,392.2,360072106,O
839.5,410.4,360072122,O
839.5,532.8,360072138,O
839.4,541.4,360072150,O
851.8,606.8,360072183,O
859.1,581.7,360072194,O
863.1,605.2,360072212,O
861.4,652.2,360072227,O
861.2,637.3,360072239,O
857.3,619.3,360072256,O
865.1,705.7,360072273,O
863.5,695.6,360072285,O
844.2,661.6,360072301,O
824.4,616.5,360072348,O
894.1,548.1,360072362,O
1010.2,516.6,360072393,O
