729.0,849.6,359693600,T
732.4,805.9,359693626,T
741.3,541.2,359693643,T
699.7,369.2,359693671,T
694.9,353.5,359693686,T
720.8,383.3,359693713,T
724.0,325.5,359693761,T
718.3,302.7,359693775,T
672.7,321.9,359693805,T
669.1,325.8,359693822,T
679.4,307.8,359693849,T
672.9,311.8,359693866,T
682.0,302.6,359693895,T
662.3,293.3,359693911,T
633.5,282.1,359693956,T
638.8,304.3,359693984,T
643.8,339.1,359694003,T
656.5,364.1,359694047,T
691.0,389.3,359694073,T
693.8,381.0,359694091,T
694.8,375.9,359694120,T
693.4,367.2,359694138,T
699.4,341.3,359694164,T
685.6,299.5,359694209,T
663.1,251.1,359694226,T
648.0,354.4,359694254,T
643.3,382.4,359694272,T
636.3,344.8,359694301,T
641.1,334.4,359694316,T
659.5,319.7,359694348,T
661.5,329.3,359694361,T
683.2,319.4,359694406,T
670.3,338.5,359694434,T
668.0,338.2,359694453,T
638.7,322.6,359694498,T
643.5,318.9,359694524,T
639.5,310.5,359694544,T
675.8,296.2,359694570,T
664.3,294.1,359694589,T
658.7,301.2,359694614,T
657.5,382.4,359694659,T
658.0,372.7,359694677,T
659.7,374.6,359694704,T
661.6,367.1,359694724,T
671.5,369.7,359694750,T
668.5,369.5,359694769,T
659.1,357.2,359694811,T
655.5,349.0,359694843,T
710.7,582.4,359694858,T
659.2,397.6,359694885,T
672.2,377.7,359694901,T
663.8,322.2,359694950,T
648.1,313.1,359694976,T
643.1,310.6,359694998,T
639.2,314.9,359695021,T
638.5,317.5,359695036,T
640.7,326.9,359695064,T
654.8,364.0,359695121,T
655.3,363.5,359695129,T
689.8,443.2,359695173,T
690.4,455.9,359695199,T
700.9,467.7,359695215,T
686.4,479.5,359695246,T
675.7,471.2,359695262,T
694.7,481.0,359695291,T
695.5,474.4,359695308,T
702.7,471.4,359695335,T
713.8,467.8,359695350,T
678.0,419.2,359695399,T
654.5,414.4,359695424,T
653.5,433.1,359695443,T
661.4,488.0,359695460,T
585.0,443.1,359695469,T
590.0,466.2,359695487,T
577.7,451.6,359695502,T
564.6,477.8,359695516,T
583.5,431.4,359695548,T
580.7,375.5,359695578,T
576.1,352.2,359695591,T
557.2,345.1,359695621,T
466.3,373.8,359695636,T
456.7,312.4,359695667,T
454.9,207.0,359695712,T
428.4,209.2,359695727,T
395.5,235.3,359695756,T
306.6,364.3,359695772,T
311.6,202.1,359695787,T
308.9,-19.5,359695801,T
316.9,253.3,359695816,T
317.9,172.4,359695847,T
326.5,366.8,359695862,T
214.1,392.1,359695891,T
258.8,389.0,359695906,T
249.1,379.4,359695920,T
172.3,281.4,359695936,T
78.6,134.0,359695952,T
237.1,105.1,359695968,T
191.0,101.0,359695997,T
302.5,133.2,359696012,T
156.4,123.9,359696025,T
348.1, 25.3,359696043,T
225.2, 24.9,359696056,T
-35.6,-49.7,359696072,T
-8.7,-55.4,359696086,T
69.4,-61.6,359696101,T
-51.8,-54.0,359696117,T
-217.7,-68.8,359696147,T
-250.9,-80.0,359696160,T
-24.9,-97.9,359696177,T
39.0,-107.6,359696191,T
22.4,-107.7,359696206,T
105.5,-114.0,359696220,T
-158.3,-53.6,359696251,T
50.5,-87.1,359696266,T
-9.4,-46.8,359696296,T
215.9,-86.6,359696311,T
-3.9,-42.1,359696328,T
-74.9,-24.6,359696341,T
66.4,201.8,359696358,T
250.0,306.2,359696373,T
464.9,381.5,359696388,T
355.7,282.3,359696402,T
343.0,278.8,359696417,T
383.2,286.5,359696447,T
380.3,378.0,359696461,T
389.9,474.8,359696478,T
284.0,223.9,359696491,T
395.0,187.0,359696505,T
173.3,127.5,359696520,T
131.4, 80.0,359696536,T
204.1, 63.2,359696552,T
138.2, 34.1,359696565,T
-3.5,-34.5,359696597,T
-23.3,-27.2,359696610,T
-66.9, -1.2,359696628,T
36.9,103.1,359696641,T
2.3,107.3,359696656,T
52.3,208.6,359696671,T
69.1,252.8,359696687,T
30.7,189.3,359696701,T
76.6,264.2,359696716,T
35.3,204.4,359696747,T
62.7,247.1,359696763,T
71.3,266.0,359696774,T
-53.8,116.4,359696791,T
-35.3,130.1,359696806,T
-68.1, 98.5,359696819,T
6.7,196.1,359696852,T
969.8,606.1,359697076,T
680.7,861.3,359697122,T
394.4,548.5,359697135,T
291.3,461.2,359697151,T
174.5,236.8,359697168,T
128.5,158.6,359697197,T
359.4,411.0,359697211,T
315.7,382.5,359697226,T
433.8,464.8,359697241,T
448.0,439.7,359697257,T
410.2,375.3,359697272,T
33.9, 87.0,359697286,T
183.0,191.7,359697301,T
170.1,149.1,359697315,T
49.8, 82.3,359697361,T
218.0,246.0,359697376,T
217.9,187.5,359697406,T
201.6,171.8,359697421,T
213.1,134.0,359697437,T
442.6,288.5,359697453,T
546.5,352.6,359697466,T
472.8,284.8,359697500,T
397.4,226.8,359697511,T
4.3,-52.1,359697540,T
80.0,-16.9,359697556,T
-136.3,-136.6,359697588,T
-53.5,-88.2,359697601,T
2.6,-60.5,359697647,T
221.3,175.1,359697675,T
405.8,332.2,359697690,T
238.1,125.2,359697720,T
