223.6,1211.4,960896280
543.9,1209.3,960896311
458.4,1107.1,960896325
 42.9,1395.2,960896338
575.3,1365.0,960896355
 67.0,1285.9,960896370
519.5,923.0,960896382
546.7,1305.2,960896399
372.0,1122.7,960896415
387.1,1153.6,960896426
 48.8,862.7,960896461
500.7,1348.3,960896473
547.7,986.4,960896506
125.1,1354.8,960896518
354.7,1259.8,960896551
 64.7,1288.5,960896561
 34.1,1145.4,960896610
 20.3,1315.8,960896626
 83.2,917.1,960896640
152.2,990.8,960896653
377.5,906.9,960896674
326.4,1313.1,960896687
 45.0,1108.1,960896699
 10.0,828.0,960896716
534.9,1147.5,960896730
113.8,1189.9,960896761
 49.4,1125.4,960896777
562.5,965.4,960896787
589.7,1382.9,960896805
308.6,962.2,960896820
485.9,943.6,960896833
 48.3,1257.7,960896850
598.6,851.1,960896865
121.4,862.6,960896878
448.2,1027.4,960896911
103.9,865.5,960896923
324.2,1303.8,960896939
541.4,1369.2,960896955
442.9,1189.2,960896968
 81.1,1307.8,960896985
503.0,1403.4,960897000
583.4,1096.6,960897011
505.7,1195.8,960897028
183.5,1150.4,960897056
141.3,1048.0,960897073
414.3,846.2,960897088
446.1,1248.3,960897100
308.3,1141.1,960897118
595.7,1204.8,960897133
576.5,1117.3,960897144
545.3,1117.4,960897163
168.2,1264.5,960897178
552.6,935.6,960897208
 54.2,1033.5,960897223
197.0,1000.6,960897235
119.4,1084.3,960897252
365.9,1384.3,960897270
397.7,1245.1,960897280
365.9,1181.5,960897298
464.8,871.5,960897313
499.2,1189.1,960897326
 88.2,924.1,960897364
210.0,940.5,960897374
219.8,1255.4,960897391
557.5,1069.2,960897408
208.1,959.3,960897419
318.7,940.7,960897437
 68.9,942.5,960897455
291.6,1009.4,960897465
492.8,1310.8,960897482
676.8,873.1,960897527
378.9,1416.1,960897542
979.7,1073.0,960897553
1168.7,1260.3,960897573
890.8,1564.3,960897589
1109.0,1270.3,960897599
1415.2,1196.0,960897631
1420.0,1632.5,960897663
1354.6,1189.3,960897675
1419.8,1223.3,960897690
1267.0,1152.5,960897707
1191.9,1178.4,960897723
960.2,1525.7,960897736
404.0,1169.9,960897751
 67.4,899.4,960897768
145.2,795.6,960897820
-64.7,629.6,960897837
-14.1,1010.6,960897865
-18.8,1172.4,960897882
359.6,988.5,960897898
211.5,960.2,960897909
445.6,1268.8,960897955
 63.6,877.6,960897974
375.1,936.8,960897988
450.0,1108.5,960897999
202.1,1064.3,960898017
356.6,1261.6,960898034
130.6,1196.3,960898044
 25.2,1157.7,960898062
 21.2,1388.7,960898077
241.4,1005.0,960898108
201.9,1059.8,960898123
228.4,1248.5,960898134
218.3,1136.7,960898152
363.5,1008.3,960898168
446.4,1333.7,960898179
-104.4,1417.0,960898199
452.4,1029.0,960898214
130.6,989.0,960898224
 79.3,1016.7,960898259
 35.6,1196.8,960898271
363.5,1180.1,960898287
-115.3,1185.2,960898303
 74.9,1052.7,960898316
-125.0,968.5,960898333
 92.8,1092.6,960898348
434.8,1023.6,960898361
366.8,1005.7,960898377
-150.9,1272.3,960898407
315.0,1342.6,960898422
 45.3,1177.9,960898437
-105.0,947.6,960898451
 60.8,1062.2,960898469
144.7,1080.6,960898483
112.9,942.1,960898497
-38.7,954.2,960898514
379.6,1131.0,960898528
352.7,1204.0,960898558
220.8,819.7,960898573
 22.9,984.2,960898585
161.5,1122.8,960898603
-138.2,1138.1,960898618
 15.4,1180.5,960898632
150.0,1337.7,960898648
-104.3,954.7,960898664
-24.6,1100.9,960898675
 38.6,1381.9,960898709
 41.9,1360.5,960898719
115.9,882.3,960898738
 24.4,1016.8,960898752
303.8,1161.3,960898765
405.9,1165.3,960898783
-50.6,1024.8,960898798
107.6,944.2,960898810
-68.0,1049.9,960898827
217.3,1030.7,960898855
235.9,840.0,960898872
107.5,1263.9,960898888
430.4,870.7,960898900
-65.6,1356.1,960898917
399.0,1006.2,960898933
303.1,912.5,960898945
407.5,1311.9,960898963
380.7,1082.9,960898977
163.8,1060.6,960899008
249.1,884.8,960899023
247.8,1320.4,960899035
460.3,1130.5,960899052
-124.0,1179.1,960899068
190.1,932.4,960899080
-107.6,1053.7,960899098
279.2,1212.6,960899113
295.7,852.6,960899125
-130.8,1256.1,960899159
-52.3,841.8,960899169
311.3,968.6,960899188
138.9,1284.3,960899203
370.5,1361.3,960899214
365.5,1318.4,960899232
-91.5,1097.9,960899248
271.9,1335.6,960899260
 81.7,1210.9,960899277
-132.3,1262.8,960899305
 93.9,1373.7,960899322
 75.0,849.4,960899338
 55.3,1085.5,960899351
127.7,1209.1,960899368
264.7,1195.4,960899384
 92.9,1105.8,960899394
 68.7,889.1,960899413
288.4,840.4,960899427
111.1,1280.9,960899458
-56.1,1368.8,960899473
366.3,893.8,960899484
310.1,1293.1,960899502
194.1,1299.4,960899519
106.0,1377.1,960899530
-17.7,1147.1,960899549
379.6,910.9,960899564
